template_section,icasa_dataset,icasa_subset,icasa_group,icasa_subgroup,icasa_header_long,icasa_header_short,icasa_description,icasa_unit,icasa_type,icasa_minval,icasa_maxval,dataModel,section,header,header_long,DQ_mindat,description,unit,code_mappings,fun_header,fun_header_args,fun_values,fun_values_args,comments
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,diffus_slope,DIFFUSSLOPE,APSIM Evaporative diffusion slope,1,single,0,1,,,,,,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,soil_albedo_moist,SALBM,"Soil albedo, moist soil",,single,,,,,,,2,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,soil_classific_system,SL_SYSTEM,"Soil classification system (e.g., FAO, USDA)",,text,,,,,,,1,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,soil_denitrification_fac,SLDN,Soil denitrification factor,1,single,,,,,,,,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,soil_drainage_class,DRAINAGE,Soil profile drainage class,,text,,,,,,,1,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,summer_u,SUMMERU,"Summer soil evaporation, upper limit for stage 1",mm,single,0,,,,,,,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,winter_u,WINTERU,"Winter soil evaporation, upper limit for stage 1",mm,single,0,,,,,,,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,soil_profile_ID,SOIL_ID,Soil profile identifier,,text,,,,,,,,,,,,,,,
SOIL_PROFILES,SOIL,SOIL_PROFILES,SOIL_PROFILE,,surface_stones_(cover),FLST,"Surface stones, cover",m2/m2,single,0,,,,,,,,,,,,,,unit mismatch; fraction (m2/m2) to %+Size code
SUITE_METADATA,SUITE,METADATA,DOCUMENTS,,suite_digital_object_identifier,SUITE_DOI,Digital_object_identifier according to international standard,,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,DOCUMENTS,,suite_document_name,SUITE_DOCUMENT,Document name in abbreviated form,,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_notes,SUITE_NOTES,Notes about data set,text,memo,,,dssat,GENERAL,NOTES,,0,Notes,text,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_citation,suite_citation,Full citation for experimental data,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_data_source,SUITE_DATA_SOURCE,"Original format of data (DSSAT, APSIM, CIMMYT, field log, etc)",,code,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_distrib_restrictions,SUITE_DISTRIB,Distribution limitations for the data set,,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_experiment_type,SUITE_EXPER_TYPE,"General type of experiment, e.g., varietal trial",,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_experimental_factor_comb,SUITE_FACTORS,Experimental factor combinations,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_id,SUITEID,Suite identifiers,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_keywords,suite_keywords,Keywords for dataset,,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_license,suite_license,License associated with experiment,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_main_experiment_factor,SUITE_MAIN_FAC,"Main factor, factors or interactions of interest in an experiment",,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_name,SUITE_NAME,Brief name of suite of experiments,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,GENERAL,,suite_objectives_of_study,SUITE_OBJ,Objectives of the study,,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,INSTITUTIONS,,suite_institute_name,SUITE_INSTITUTION,Names of participating institutions,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,PERSONS,,suite_email_address,SUITE_EMAIL,E-mail address of researcher,,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,PERSONS,,suite_orcid,suite_orcid,ORCId of researcher(s),,text,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,PERSONS,,suite_persons_notes,SUITE_PERSON_NOTES,Additional notes on persons involved with the experiment(s),,memo,,,,,,,,,,,,,,,
SUITE_METADATA,SUITE,METADATA,PERSONS,,suite_researcher_address,SUITE_ADDRESS,Mailing address of researcher,,memo,,,,,,,,,,,,,,,
TILLAGE,EXPERIMENT,MANAGEMENT,TILLAGE,,tillage_level,TI,Tillage operation level,1,single,,,dssat,TILLAGE,T,,0,Tillage level,1,,,,,,
TILLAGE,EXPERIMENT,MANAGEMENT,TILLAGE,,tillage_treatment_name,TI_NAME,"Tillage, name assigned to treatments over trial",text,text,,,dssat,TILLAGE,TNAME,,0,Tillage level name,text,,,,,,duplicate treatment name code
TILLAGE,EXPERIMENT,MANAGEMENT,TILLAGE,,tillage_event_tot,TI_#,"Total tillage operations, cumulative for season",1,single,,,,,,,,,,,,,,,
TILLAGE,EXPERIMENT,MANAGEMENT,TILLAGE,,tillage_practice,TI_PRACTICE,Tillage type,,text,,,,,,,,,,,,,,,
TILLAGE,EXPERIMENT,MANAGEMENT,TILLAGE,,tillage_treatment_notes,TI_NOTES,"Tillage notes, extensive comments on practices",,memo,,,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_date,TDATE,Tillage date,date,date,,,dssat,TILLAGE,TDATE,,0,Tillage date,date,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_level,TI,Tillage operation level,1,single,,,dssat,TILLAGE,T,,0,Tillage level,1,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_operations_depth,TIDEP,Tillage operations depth,cm,single,0,200,dssat,TILLAGE,TDEP,,0,Tillage depth,cm,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_implement,TIIMP,Tillage implement,code,text,,,dssat,TILLAGE,TIMPL,,0,Tillage implement,code,"list('c(TI001, TI002, TI003, TI004, TI005, TI006, TI007, TI008, TI009, TI010, TI011, TI012, TI013, TI014, TI015, TI016, TI017, TI018, TI019, TI020, TI022, TI023, TI024, TI025, TI026, TI031, TI032, TI033, TI034, TI035, TI036, TI037, TI038, TI039, TI041, TI042): 1')",,,,,TI043 (strip tillage) and TI044 (laser leveling) not in DSSAT48 key
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,till_disturb_ratio,TIDIS,"Tillage operations soil disturbance ratio, a relative value that indicates the extent to which the tillage operation speeds up decomposition rate of the soil microbial biomass and stabilized soil C pools.",fraction,single,0,30,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,till_mix_effectiveness,TIMIX,Tillage operations mixing effectiveness,%,single,0,100,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_operation_name,TI_OP_NAME,"Tillage operations, name of specific event",,text,,,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_operations_day,TIDAY,Tillage operations day,day,single,0,366,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_operations_year,TIYR,Tillage operations year,date,single,,,,,,,,,,,,,,,
TILLAGE_EVENTS,EXPERIMENT,MANAGEMENT,TILLAGE,TILLAGE_EVENTS,tillage_order,TIORD,Tillage operations order within a single day,1,single,1,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,fertilizer_level,FE,Fertilizer level in treatment structure,1,single,,,dssat,TREATMENTS,MF,,0,Fertilizer applications level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,field_level,FL,Field level identifier,1,single,,,dssat,TREATMENTS,FL,,0,Field level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,soil_analysis_level,SA,"Soil analysis, treatment level identifier",1,single,,,dssat,TREATMENTS,SA,,0,Soil analysis level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,chemical_applic_level,CH,Chemicals application level,1,single,,,dssat,TREATMENTS,MC,,0,Chemical applications level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,crop_component_number,CO,Crop component number,1,single,,,dssat,TREATMENTS,C,,0,Crop component number (default = 1),1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,environmental_modif_lev,EM,Environmental modifications level,1,single,,,dssat,TREATMENTS,ME,,0,Environment modifications level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,genotype_level_number,GE,Genotype level number,1,single,,,dssat,TREATMENTS,CU,,0,Cultivar level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,harvest_operations_level,HA,Harvest operations level,1,single,,,dssat,TREATMENTS,MH,,0,Harvest level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,initial_conditions_level,IC,Initial conditions level,1,single,,,dssat,TREATMENTS,IC,,0,Initial conditions level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,irrigation_level,IR,Irrigation level in treatment structure,1,single,,,dssat,TREATMENTS,MI,,0,Irrigation level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,org_materials_applic_lev,OM,Organic materials application level,1,single,,,dssat,TREATMENTS,MR,,0,Residue level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,option_for_crop_in_seq,OP,Option for crop in sequence,1,single,,,dssat,TREATMENTS,O,,0,Rotation component - option (default = 1),1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,planting_level,PL,"Planting, level in treatment structure",1,single,,,dssat,TREATMENTS,MP,,0,Planting level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,simulation_control_level,SM,Simulation control level,1,single,,,dssat,TREATMENTS,SM,,0,Simulation control level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,sequence_number,SQ,Sequence number,1,single,,,dssat,TREATMENTS,R,,0,Rotation component - number (default = 1),1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,tillage_level,TI,Tillage operation level,1,single,,,dssat,TREATMENTS,MT,,0,Tillage level,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,treatment_name,TRT_NAME,Treatment name,text,text,,,dssat,TREATMENTS,TNAME,,0,Treatment name,text,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,treatment_number,TRTNO,Treatment number,1,single,,,dssat,TREATMENTS,N,,0,Treatment number,1,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,Exp_id,EID,Experiment identifier,,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,chemical_applic_level,CH_id,Chemicals application database key,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,environmental_modif_lev,EM_id,Environmental modifications database key for treatment levels,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,experiment_ID,EXPER_ID,"Experiment database key, links to ED table",,text,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,fertilizer_level,FE_id,Fertilizer level database key for treatments,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,field_level,FL_id,Field level database key,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,genotype_level_id,GE_id,Genotype level database key,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,harvest_operations_level,HA_id,Harvest operations database key for treatment levels,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,initial_conditions_level,IC_id,Initial conditions database key,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,irrigation_level,IR_id,Irrigation level database key for treatments,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,mulch_level,ML_id,Mulch treatment database key for treatment levels,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,org_materials_applic_lev,OM_id,Organic materials database key,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,planting_level,PL_id,"Planting, database key for treatments",1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,mulch_level,ML,Mulch treatment level,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,simulation_control_level_TOCHECK,SM_id,Simulation control database key for treatment levels,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,soil_analysis_level,SA_id,"Soil analysis, database key",1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,tillage_level,TI_id,Tillage operation level,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,treatment_comments,TR_NOTES,"Treatment, extended comments on treatments",,memo,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,replicate_number,RP,Replicate number,1,single,,,,,,,,,,,,,,,
TREATMENTS,EXPERIMENT,MANAGEMENT,TREATMENTS,,treatment_ID,TREAT_ID,"Treatment identifier, unique internal ID",1,single,,,,,,,,,,,,,,,
TS,EXPERIMENT,MEASURED_DATA,TIME_SERIES,,days_after_planting,DAP,Days after planting,day,single,0,366,,,,,,,,,,,,,
TS,EXPERIMENT,MEASURED_DATA,TIME_SERIES,,days_after_sim_start,DAS,Days after start of simulation,day,single,0,366,,,,,,,,,,,,,
TS_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,TIME_SERIES,SOIL_GHG_EMISSIONS,CH4_emissions_day,CH4ED,Daily methane emitted from soil,g/ha,single,0,,,,,,,,,,,,,,
TS_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,TIME_SERIES,SOIL_GHG_EMISSIONS,CO2_emissions_day,CO2ED,Daily CO2 emitted from decomposition of SOM,g/ha,single,0,,,,,,,,,,,,,,
TS_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,TIME_SERIES,SOIL_GHG_EMISSIONS,N2O_emissions_day,N2OED,Daily N2O emitted from soil,g/ha,single,0,,,,,,,,,,,,,,
TS_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,TIME_SERIES,SOIL_GHG_EMISSIONS,NH3_emissions_day,NH3ED,Daily ammonia emitted from soil,g/ha,single,0,,,,,,,,,,,,,,
TS_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,TIME_SERIES,SOIL_GHG_EMISSIONS,NH4_emissions_day,NH4ED,Daily ammonium emitted from soil,g/ha,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,treatment_lev_ID,OBS_TRT_ID,"Treatment id for observed data, unique internal ID",1,single,,,dssat,,,,0,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,day,DAY,"Day of year, or if year = -99 then DAP or DAH",day,single,0,366,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,bulk_dens_puddl_surf_lyr,FLBD,"Soil bulk density, puddled surface lyer",g/cm3,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_Ammoniacal_N,FL4N,Floodwater Ammoniacal N,kg/ha,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_denitrif_rate,FDEN,Floodwater denitrification date (N),kg/(ha.d),single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_depth,FLDD,Floodwater depth,mm,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_light_index,FALI,Floodwater light index (0 to 1 scale),1,single,0,1,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_N_index,FLNI,Floodwater nitrogen Index (0 to 1 scale),1,single,0,1,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_pH_max_day,FLPH,"Floodwater pH, maximum daytime",1,single,,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_photosyn_ind,FALG,Floodwater photosynth. activity index (0 to 1 scale),1,single,0,1,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_temper_index,FLTI,Floodwater Temperature Index (0 to 1 scale),1,single,0,1,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwater_Urea_N,FLUR,Floodwater Urea N,kg/ha,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwtr_ammonium_N_conc,FL4C,Floodwater Ammonium N (NH4) Conc.,mg/l,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwtr_aqu_NH3_N_conc,FL3C,Floodwater Aqueous NH3 N Conc.,mg/l,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwtr_nitrate_N_conc,FL3N,Floodwater Nitrate N (NO3) Conc.,mg/l,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,floodwtr_runoff_ovr_bund,FROD,Floodwater runoff over bund,mm/d,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,infiltration_rate,INFD,Infiltration rate,mm/d,single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,urea_N_hydrol_rt_flood,FUHY,Urea N Hydrolysis Rate in Floodwater,kg/(ha.d),single,0,,,,,,,,,,,,,,
TS_FLOODWATER,EXPERIMENT,MEASURED_DATA,TIME_SERIES,FLOODWATER,year,YEAR,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)",date,single,,,,,,,,,,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,dead_canopy_dry_wt,CDAD,Dead canopy dry weight,kg/ha,single,0,,dssat,TIME_SERIES,CDAD,,0,Dead canopy weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,canopy_height,CHTD,Canopy height,m,single,0,5,dssat,TIME_SERIES,CHTD,,0,Canopy height,m,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,canopy_width,CWID,Canopy width (for 1 row),m,single,,,dssat,TIME_SERIES,CWID,,0,Canopy width (for 1 row),m,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,dead_leaf_dry_weight,LDAD,Dead leaf dry weight,kg/ha,single,0,,dssat,TIME_SERIES,LDAD,,0,Dead leaf weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,dead_stem_dry_weight,SDAD,Dead stem dry weight,kg/ha,single,0,,dssat,TIME_SERIES,SDAD,,0,Dead stem weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,grain_dry_weight,GWAD,Grain dry weight,kg/ha,single,0,,dssat,TIME_SERIES,GWAD,,0,Grain weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,grain_number,G#AD,Grain number on sampling date,1/m2,single,0,,dssat,TIME_SERIES,G#AD,,0,Grain number,1/m2,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,grain_unit_dry_weight,GWGD,Grain unit dry weight,mg,single,0,,dssat,TIME_SERIES,GWGD,,0,Unit grain weight (dry matter),mg,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,harvest_index,HIAD,Harvest index on sampling date,,single,0,0.8,dssat,TIME_SERIES,HIAD,,0,Harvest index (grain/top),,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,leaf_area_index,LAID,Leaf area index on a given day,m2/m2,single,0,,dssat,TIME_SERIES,LAID,,0,Leaf area index,m2/m2,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,leaf_dry_weight,LWAD,Leaf dry weight,kg/ha,single,0,,dssat,TIME_SERIES,LWAD,,0,Leaf weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,leaf_number_per_stem,L#SD,Leaf number per stem,1,single,,,dssat,TIME_SERIES,L#SD,,0,Leaf number per stem,1,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,pod_detached_dry_weight,PWDD,"Pod, detached, dry weight",kg/ha,single,0,,dssat,TIME_SERIES,PWDD,,0,Detached pod mass (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,pod_dry_weight,PWAD,Pod (ear) dry weight,kg/ha,single,0,,dssat,TIME_SERIES,PWAD,,0,Pod weight (dry matter),kg/ha,,,,,,check synonym
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,pod_harvest_index,HIPD,"Pod, panicle, ear or head harvest index",,single,0,0.8,dssat,TIME_SERIES,HIPD,,0,Pod harvest index (pod/top),,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,pod_number,PD#AD,Pod number,1/m2,single,0,,dssat,TIME_SERIES,P#AD,,0,Pod number,1/m2,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,root_depth,RDPD,"Root depth, maximum extent at date",m,single,,,dssat,TIME_SERIES,RDPD,,0,Root depth,m,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,root_dry_weight,RWAD,Root dry weight,kg/ha,single,0,,dssat,TIME_SERIES,RWAD,,0,Root weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,shell_dry_weight,SHAD,Shell dry weight,kg/ha,single,0,,dssat,TIME_SERIES,SHAD,,0,Shell weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,specific_leaf_area,SLAD,Specific leaf area,cm2/g,single,50,,dssat,TIME_SERIES,SLAD,,0,Specific leaf area,cm2/g,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,stem_dry_weight,SWAD,Stem dry weight,kg/ha,single,0,,dssat,TIME_SERIES,SWAD,,0,Stem weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,tiller_number,T#AD,Tiller number,1/m2,single,0,,dssat,TIME_SERIES,T#AD,,0,Tiller number,1/m2,,,,,,TPSM in PlantGro.OUT
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,tops_dry_weight,CWAD,Tops dry weight,kg/ha,single,0,,dssat,TIME_SERIES,CWAD,,0,Tops weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,tops_roots_storage_d_wt,TWAD,Tops+roots+storage dry weight,kg/ha,single,0,,dssat,TIME_SERIES,TWAD,,0,Tops+roots+storage weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,tuber_dry_weight,UWAD,Tuber dry weight,kg/ha,single,0,,dssat,TIME_SERIES,UWAD,,0,Tuber dry weight (dry matter),kg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,tuber_fresh_weight,UYFAD,Tuber fresh weight,Mg/ha,single,0,,dssat,TIME_SERIES,UYAD,,0,Tuber fresh weight (fresh matter),Mg/ha,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,harvest_yield_at_day_dw,HWAD,"Harvest yield, specified day (dry wt)",kg/ha,single,0,,,,,,,,,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,harvest_yield_fresh_wt,HYFAD,Harvest yield (fresh wt) at a given day,Mg/ha,single,0,,,,,,,,,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,assimilate_production,AWAG,Assimilate production,kg/(ha.d),single,0,,,,,,,,,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,assimilation_reduc,CASM,"Assimilate reduction, cumulative",g,single,0,,,,,,,,,,,,,,
TS_GROWTH_DEV,EXPERIMENT,MEASURED_DATA,TIME_SERIES,PLANT_GROWTH,basal_wt,BWAD,Basal dry weight,kg/ha,single,0,,,,,,,,,,,,,,
